Price,Close,High,Low,Open,Volume
Ticker,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS,RELIANCE.NS
Date,,,,,
2010-06-22,217.81454467773438,220.06681430880406,216.41199650610562,217.65074822017613,12908863
2010-06-23,216.77032470703125,218.57214049319663,215.80799313959236,216.97508395614784,11659191
2010-06-24,215.40872192382812,218.22405562483493,214.43615309387516,216.83174469265933,18805263
2010-06-25,217.6405029296875,218.6744953658176,213.55571957626972,214.98897953092876,20325423
2010-06-28,223.20973205566406,223.588511325657,218.09094292477477,219.90299572590988,31472648
2010-06-29,218.56187438964844,223.38376886997864,217.8964376706199,223.38376886997864,14213976
2010-06-30,223.14830017089844,223.98777056842997,216.52459047779794,217.0364680052398,26637611
2010-07-01,220.36367797851562,222.43166263525893,218.36735426184782,221.95049694111086,13310905
2010-07-02,218.8690185546875,221.9402840457428,218.1216699045161,220.31251579571057,10948784
2010-07-05,218.7358856201172,219.72892879166366,217.58928329872106,219.0839666943691,6399512
2010-07-06,219.8825225830078,221.52052800809057,218.16260526893265,218.16260526893265,9255011
2010-07-07,215.71580505371094,220.06677060488548,215.19369028100408,219.90297417985616,13738578
2010-07-08,216.4426727294922,218.99182285948785,216.06387983970473,217.03644842087692,11977911
2010-07-09,216.55532836914062,218.26499486943877,215.71584420266066,217.84526645412726,12974909
2010-07-12,216.26869201660156,218.66428374089344,215.40873320933167,217.03651530907746,12563614
2010-07-13,219.96441650390625,220.6708023147101,216.4734092237647,216.4734092237647,15043285
2010-07-14,219.17616271972656,224.09020721933837,218.5209631648123,221.1315377729152,15970199
2010-07-15,219.79037475585938,221.31577004141545,218.6949451067771,219.48324277616572,13877250
2010-07-16,217.6405029296875,219.903009756066,217.0364898467479,219.29899667312645,8779539
2010-07-19,216.2277069091797,218.24450529126105,215.76701574395923,216.64744896352965,9808534
2010-07-20,215.59298706054688,218.2445103910067,214.80468932201478,216.4222339109063,6845092
2010-07-21,216.70887756347656,217.65073447079521,216.14581360826105,216.81125034298339,9824712
2010-07-22,216.8317108154297,217.21050374292986,214.49755692256807,216.70886348800053,15879834
2010-07-23,217.12864685058594,219.2682928822554,216.38129813062903,217.8452837328402,13790021
2010-07-26,215.62371826171875,218.55166202792864,215.04017969783786,217.75312693971537,9113728
2010-07-27,215.70556640625,217.27191071441584,215.2141634663592,216.80098232752357,12133425
2010-07-28,209.10235595703125,219.83133733450165,208.43691923950072,217.6507288477035,52927114
2010-07-29,206.82965087890625,210.58682792373168,206.38943421675145,210.58682792373168,46281590
2010-07-30,206.7272491455078,208.9180950154538,206.23584612498783,207.81244163626587,19242072
2010-08-02,207.73052978515625,209.21498979312526,207.08556759182014,208.02742452033567,12676917
2010-08-03,210.4332733154297,211.07823557031836,207.61793953938007,208.67240662852154,20104173
2010-08-04,208.03765869140625,211.0986868294002,207.3210355615056,210.48443647978138,18318233
2010-08-05,206.1949005126953,209.6040098796722,205.78539571065542,208.83620033528476,18308022
2010-08-06,204.77182006835938,206.81932983319402,204.4442272534575,206.57363522201763,19955917
2010-08-09,203.44097900390625,205.97990589789725,203.11338611533523,204.75139156197312,22253619
2010-08-10,202.27391052246094,205.2428032077536,201.94630395216325,202.90863543873002,19989721
2010-08-11,201.32179260253906,203.70714648161243,200.67683048403416,202.66291689244198,21917268
2010-08-12,199.1412353515625,201.321844250189,198.6088831434129,200.65640740698453,24910354
2010-08-13,200.47207641601562,203.48193160470154,198.71122372424176,198.71122372424176,30512197
2010-08-16,200.0216064453125,203.09288505026777,199.63258994091237,200.6563449199222,14028775
2010-08-17,198.741943359375,201.66988677705004,198.60884508189707,200.65636895308003,14788743
2010-08-18,197.50318908691406,200.04210225131808,196.2234883932292,199.22310638185286,24859327
2010-08-19,200.0830535888672,201.65964901608865,197.31892028826786,197.31892028826786,20662946
2010-08-20,202.42747497558594,203.40004376572034,199.12073835554327,200.08306986721158,20996195
2010-08-23,200.0216064453125,203.1235968795625,199.75543725809135,203.1235968795625,13543428
2010-08-24,199.10023498535156,200.86110129840307,198.05600539707277,200.0216172498156,19276160
2010-08-25,198.15838623046875,200.21614732773455,197.68745780208894,198.60884010404627,18620473
2010-08-26,195.83445739746094,199.223091681778,195.54779998014698,198.60882774009465,27834839
2010-08-27,194.43194580078125,196.7456254533569,193.80744446566487,196.33613430630194,24315870
2010-08-30,194.09408569335938,197.5441439940735,193.49007263407265,194.94380708824525,11908601
2010-08-31,188.20748901367188,194.50359262545382,187.34753033145444,193.41841382871306,46605039
2010-09-01,191.68826293945312,193.2443702195015,188.5760347114283,189.4052815760831,27886811
2010-09-02,191.9442138671875,193.82792790164223,191.6473327719735,193.490097689847,17699285
2010-09-03,189.53834533691406,192.7938951005972,189.2312270267068,192.46630223637612,14440305
2010-09-06,195.05641174316406,196.0904041101724,188.8422065956506,190.61331028111815,33928353
2010-09-07,197.0322723388672,198.54743050535657,195.12808393564706,195.53758872863057,28379708
2010-09-08,196.47943115234375,197.52366078002933,194.92332398818627,195.55804885310891,11632859
2010-09-09,196.2644500732422,198.03555386920908,195.57853876759705,197.16535788848796,10114309
2010-09-13,203.21578979492188,203.83004022232583,197.6567831065236,199.0183822604806,27474309
2010-09-14,202.3250732421875,205.36562651914028,201.54702652216025,203.8299939651619,19472955
2010-09-15,207.59744262695312,208.58024865615937,202.4991278079907,202.4991278079907,33554695
2010-09-16,204.8230743408203,207.8943536740702,204.1781121047645,207.22890321236702,18540979
2010-09-17,210.35134887695312,211.18059572131062,205.7751489840906,205.7751489840906,31955142
2010-09-20,213.2281036376953,213.75021847193295,209.07164585140814,210.6891904109026,30419766
2010-09-21,211.94839477539062,214.68182984281316,209.8804100733762,213.35094277992403,21351925
2010-09-22,208.85667419433594,213.699043518313,207.82268174830153,211.71295685279293,25872625
2010-09-23,204.27023315429688,209.6654290783676,203.93238930793152,208.85667043781697,23030491
2010-09-24,205.0892333984375,206.5941542194338,203.13385869211638,204.751389567462,22669074
2010-09-27,206.83984375,208.82593010879356,205.79560051898915,206.38938990562067,16465376
2010-09-28,204.44430541992188,207.20843919210733,203.3181636843584,206.45086685007493,19682506
2010-09-29,204.54660034179688,206.5941101099717,203.72759096735712,204.75134585144454,17790040
2010-09-30,202.14080810546875,205.16088691581024,200.2673316883077,205.16088691581024,28981699
2010-10-01,206.3689422607422,206.79890793978367,202.70388736739304,203.1133921582177,19104034
2010-10-04,208.40623474121094,210.034003110599,207.8124588896036,207.8124588896036,21163057
2010-10-05,209.6347198486328,211.2625017639496,206.59416619735066,208.02742615776765,22938984
2010-10-06,213.95497131347656,214.37471338430046,210.26945551499233,210.89394314820444,28137687
2010-10-07,212.7674102783203,216.1662821387017,211.40581134504922,213.9549618233534,31547758
2010-10-08,214.9173126220703,215.97179332038178,211.00656285816794,214.31329951747173,20865341
2010-10-11,218.9202117919922,219.54469945442438,215.62371240780058,216.21748823443755,25796876
2010-10-12,216.13558959960938,218.96116049503678,214.2006892764285,218.6745030268909,13979878
2010-10-13,219.70849609375,219.90301805520954,215.9513191695215,216.23796297051433,23967306
2010-10-14,216.8317108154297,221.43862227329228,215.8489048601426,220.10773522236232,24414709
2010-10-15,213.0131378173828,218.6745172551805,212.04056895322157,217.0365115721461,11601973
2010-10-18,214.4668426513672,218.04999923239868,211.5593737424261,213.40213842205054,22209315
2010-10-19,213.8423309326172,218.81779774036835,212.78786409997878,218.06021193109694,18579617
2010-10-20,214.8763427734375,217.93738445126607,212.53193786344892,212.8185953041704,18232837
2010-10-21,221.46934509277344,222.73880854296993,214.82516045370244,215.3984616780749,37273145
2010-10-22,221.5000457763672,223.957060662803,219.974650458114,222.24739435353976,19627279
2010-10-25,223.25070190429688,225.6155815816778,222.3600313373436,222.76953614600603,18019151
2010-10-26,224.99105834960938,225.42103767344292,222.5852297924022,223.36329021989667,15444185
2010-10-27,223.74208068847656,227.27403706995798,221.7969433091205,224.8170221522413,21946562
2010-10-28,221.54098510742188,225.41078509124947,220.0258271333209,225.10366678645448,36188021
2010-10-29,224.45870971679688,226.70074186828174,221.23388524013635,222.7080942297911,29722655
2010-11-01,223.834228515625,230.32484043332684,223.0254562199325,229.52630541560694,30509287
2010-11-02,220.0770263671875,224.28467039988948,219.14540678572845,224.28467039988948,20360675
2010-11-03,218.12167358398438,222.13479608019537,217.57908415815407,221.5410202621102,19939993
2010-11-04,226.26051330566406,226.65978078200334,220.10773206220784,220.70150780418402,24311819
2010-11-08,227.65284729003906,229.11681907443491,225.3391540803411,228.07258936359705,22364112
2010-11-09,226.97720336914062,229.42396785187987,224.6635098525436,227.73477572332763,15410057
2010-11-10,225.67701721191406,228.68685926337758,225.0627668003342,226.5983996632485,11899060
2010-11-11,221.1110382080078,227.6426131312317,220.31251683062226,226.4550478415872,12690058
2010-11-12,217.41526794433594,222.6466671045715,216.4222246889815,221.16220719237285,19131902
2010-11-15,215.95132446289062,218.6540344210008,212.57292676430615,218.49023795927565,16084932
2010-11-16,210.99632263183594,216.8317353604024,210.18756396678367,216.8317353604024,19833309
2010-11-18,211.49794006347656,214.94799820157675,207.61790260929013,214.94799820157675,22776798
2010-11-19,203.98358154296875,212.12244970248676,202.11010504450488,212.12244970248676,24826481
2010-11-22,207.2595977783203,208.11955646668838,204.1780950909172,205.46803312346935,18956753
2010-11-23,203.85049438476562,205.77515737693204,199.63262638162257,205.70349642883005,33113827
2010-11-24,203.942626953125,208.39596566252814,201.89510312012885,204.54663999159345,19703855
2010-11-25,200.55398559570312,205.36564284817587,199.22311214385738,205.16089729186965,29112802
2010-11-26,197.0425262451172,202.78580377382332,196.21327931104483,201.680150307013,30639363
2010-11-29,204.4237823486328,205.2530291729059,197.05273743267037,198.50647186059328,23409097
2010-11-30,201.80296325683594,206.5327220234396,200.88158096890396,204.71043200206626,30483669
2010-12-01,202.4581756591797,204.219042130067,201.2808613645726,201.68012887068565,18726828
2010-12-02,207.03436279296875,207.5052912153551,203.73786383626438,204.5466360765159,24834141
2010-12-03,205.95944213867188,209.66543256039125,204.34189749485103,207.61792222778232,19641270
2010-12-06,208.8771209716797,210.89391920393453,207.4131493630348,207.99668781751603,17790259
2010-12-07,211.0474853515625,212.88001265931214,208.8464160611452,208.8464160611452,22397973
2010-12-08,208.9590301513672,210.43323911432057,207.03436731073964,209.84970062922122,16997335
2010-12-09,201.5777587890625,211.68223924021717,200.4004308107733,209.77805085321845,31716183
2010-12-10,209.64495849609375,210.89394745595808,200.52328381474499,202.04869295740767,26529301
2010-12-13,213.2998046875,214.1700007974894,206.7989407297488,209.67569833180352,16834458
2010-12-14,216.06390380859375,217.03647249765714,213.35094328944763,213.55570250541876,20081132
2010-12-15,215.7875213623047,217.85552009859293,212.12247973631605,215.80799592068726,21436026
2010-12-16,216.39149475097656,217.03647055740356,212.95167389909818,216.56554213318518,15530788
2010-12-20,216.37106323242188,218.67451942511644,213.8833360114836,213.96523424625858,15858100
2010-12-21,219.7289581298828,220.08727652863408,216.67816727130514,217.01601111400936,16089753
2010-12-22,216.2277069091797,220.1077445075781,214.65112513688354,219.6572906200753,15132141
2010-12-23,216.91363525390625,217.99881404484762,215.09134511988125,216.5860286938771,14589936
2010-12-24,216.9750518798828,217.95785786014838,214.98896536425974,215.6032156849439,9452996
2010-12-27,216.06390380859375,218.83828799215308,215.224419725759,216.68839139805516,5782048
2010-12-28,214.5589599609375,216.97502550775815,213.40210673507266,216.27886338339377,8857349
2010-12-29,214.7023162841797,216.01272886486197,214.23138783080384,214.64089261651256,11184510
2010-12-30,215.2346649169922,216.1662845307009,214.22114708105457,215.48037325160644,14561753
2010-12-31,216.77032470703125,218.36739491200933,215.64419667464253,216.6372400792595,9973432
2011-01-03,216.13558959960938,218.3673846695153,215.52133921692953,218.06025264421106,10411256
2011-01-04,220.5377197265625,221.11102093598458,216.48364848257395,217.03647513694264,22021878
2011-01-05,220.27157592773438,223.17904508836807,219.08401059382447,221.13152100713185,25943243
2011-01-06,222.27813720703125,223.46568887290982,220.0156302731231,220.72201617184024,21763180
2011-01-07,218.14215087890625,222.71835108321636,216.6269926453586,221.3977011426786,17875107
2011-01-10,211.60028076171875,219.17608352965607,209.09207985469016,218.14209133948867,18478415
2011-01-11,207.5667266845703,214.72278892281216,204.46474948751074,212.9414479046596,21147094
2011-01-12,211.05772399902344,212.05076723906743,205.36563377019183,208.9795020226704,23195000
2011-01-13,207.89430236816406,212.76738258179262,207.02410654403204,210.8939063412033,24336418
2011-01-14,205.0585174560547,210.85298051521997,204.34188069779265,207.6281424388952,19111808
2011-01-17,204.3214111328125,206.3894095704724,203.1236223045386,205.36564079539167,14046519
2011-01-18,203.6969451904297,206.3894315228928,202.70390181079128,205.74445562251765,14871527
2011-01-19,200.68704223632812,205.77510493413402,199.6325755042784,204.66945182362798,23491557
2011-01-20,198.57815551757812,200.16498840418407,195.44546619544715,200.16498840418407,41343304
2011-01-21,202.04864501953125,203.2157218079395,199.2230748636822,199.6325795675926,19528676
2011-01-24,198.93646240234375,203.91191629257162,197.4008296667857,203.74811984118247,22242712
2011-01-25,196.2541961669922,201.66987987778572,195.7935050202275,200.06257266879962,20325555
2011-01-27,193.01914978027344,198.07650184902053,192.46632309406363,197.7898580617633,28105152
2011-01-28,186.93800354003906,193.67432297786917,184.68573432030178,193.49005199676958,33855702
2011-01-31,188.2279815673828,190.1833565112415,184.91100752447545,186.0883219351837,25332450
2011-02-01,183.3548583984375,189.94784220025326,181.93183594976801,189.4154901500657,37898873
2011-02-02,188.637451171875,189.9887990717769,185.77093160421214,186.32375823015866,28465716
2011-02-03,193.26483154296875,194.00194285395386,187.34752117193165,190.00928164398425,17047728
2011-02-04,188.3712921142578,193.98148463477256,186.9687439841291,193.98148463477256,20715343
2011-02-07,190.22430419921875,192.2206282437416,187.22469949301703,189.53837918142196,14586353
2011-02-08,187.39869689941406,191.5858661424227,186.57968741555717,191.5858661424227,19685333
2011-02-09,187.20419311523438,191.89298903600266,185.02358475440403,185.99615341426542,38228022
2011-02-10,184.20458984375,188.53508140926337,181.2254599655887,186.83565227311334,28347803
2011-02-11,186.3135223388672,187.34751465944797,181.8294583000894,184.26599858393197,20012347
2011-02-14,187.3065643310547,188.0129501126592,183.06820863764784,185.5252234596388,30145949
2011-02-15,192.81436157226562,193.44910005594033,186.589919729934,187.2246582136087,27266420
2011-02-16,193.31607055664062,194.67766982959634,192.07733231424706,192.11828143512415,11041551
2011-02-17,195.32261657714844,195.62973493774732,191.6985105786513,194.07362757359328,14091434
2011-02-18,191.55517578125,197.17559174905116,190.828301707576,195.7525691036234,15747939
2011-02-21,195.81399536132812,196.74560127431727,191.27874478576598,191.6677749955871,25629860
2011-02-22,201.64939880371094,206.67603847845072,200.50278277856037,203.1133704151338,88922943
2011-02-23,203.86070251464844,205.22230133768684,201.6801078767608,201.9667516281838,31184499
2011-02-24,197.4213104248047,204.46476307471775,196.22350783261027,203.93239725512336,32903650
2011-02-25,197.84107971191406,201.11710496849446,195.4454878661064,200.7997356223981,15101417
2011-02-28,197.43153381347656,203.58431546226058,196.56133786350048,198.64979720910097,22487428
2011-03-01,202.46844482421875,203.25674268269324,198.03557978308135,199.36646712375298,12622459
2011-03-03,200.1240234375,201.68014447071005,198.21984859662126,199.67358317496206,19518684
2011-03-04,201.10682678222656,203.68668914220987,200.26734266197326,201.6084670652213,15419957
2011-03-07,200.05235290527344,201.33205368452508,197.3803549544572,199.44833982332477,11821324
2011-03-08,201.66989135742188,203.1952867668509,200.24686872689526,200.24686872689526,12057689
2011-03-09,203.49217224121094,205.65229244954622,198.21982402025526,202.4376916626781,32473255
2011-03-10,201.6289520263672,203.31814396397846,201.06587437923503,203.2567202936575,9853822
2011-03-11,203.12359619140625,203.7071346139553,199.0490371741084,200.41063593867332,15000438
2011-03-14,208.50856018066406,208.99996313038793,203.16455139392636,203.30787326778403,28811267
2011-03-15,212.37838745117188,214.90706346215873,202.4786525777512,204.3316545713813,56447390
2011-03-16,214.3951873779297,216.01273198826408,212.55242264955925,213.96520803011472,20605120
2011-03-17,211.06796264648438,214.74325458699695,210.48442416509084,212.79811720373368,12381790
2011-03-18,203.318115234375,211.91767388686935,202.00770278224238,211.91767388686935,40501886
2011-03-21,202.76531982421875,204.75140652806186,200.8816059055369,204.55689823625545,15546778
2011-03-22,204.67971801757812,205.7546594528839,203.14408544315174,203.32835643162926,9793572
2011-03-23,207.46434020996094,208.16048872594303,203.8914211316745,204.72066791888807,11419987
2011-03-24,206.8603515625,209.24570576550246,205.53970164724055,208.00695407731118,11233928
2011-03-25,210.19778442382812,210.88369569265402,206.7988989087925,209.6449440962044,15392440
2011-03-28,210.01348876953125,212.19409712926597,207.67932125345138,210.1260988175177,19079527
2011-03-29,209.40951538085938,211.30346667255773,208.76455313423378,208.84645136644917,18101992
2011-03-30,211.40579223632812,212.42954724617994,209.68587507230436,210.38203722647634,12257428
2011-03-31,214.80467224121094,215.99223739355486,211.81530530795564,211.81530530795564,31502965
2011-04-01,212.20433044433594,218.24448782959144,211.0986635355144,214.7944298392986,18772571
2011-04-04,215.12203979492188,215.97176112688976,210.68917581589983,212.94143144116322,13111730
2011-04-05,214.5078125,216.83172931383447,212.941454269941,215.50085581729164,10756797
2011-04-06,213.9344940185547,215.85915695207754,212.9414507178282,213.96520585251977,9083271
2011-04-07,213.33047485351562,214.4873145689998,211.9381640830998,213.97543701628064,10163661
2011-04-08,209.64495849609375,215.17325280863403,208.9795217368117,213.3509625944443,11995738
2011-04-11,205.83653259277344,208.7337636773146,205.49870248838937,207.41312775159946,11296579
2011-04-13,209.21498107910156,209.66542130030774,204.05524274353678,205.13018424363392,19116564
2011-04-15,209.04092407226562,209.83945903624908,205.77513694327286,208.56999564928793,14174275
2011-04-18,206.6248779296875,213.90378778904164,204.87424867609883,208.68262553097364,14793743
2011-04-19,207.13674926757812,208.3243145133346,204.49546321734385,205.71372662901663,12022958
